Bow	9	4	0.634	0.125	0.205	1
Bow	9	5	0.622	0.123	0.205	1
Bow	9	6	0.611	0.120	0.205	1
Bow	9	7	0.588	0.115	0.205	1
Bow	9	8	0.565	0.110	0.205	1
Bow	9	9	0.554	0.107	0.205	1
Bow	9	10	0.542	0.105	0.205	1
Bow	9	11	0.506	0.097	0.205	1
Bow	9	12	0.433	0.079	0.205	1
Bow	9	13	0.336	0.056	0.205	1
Bow	9	14	0.199	0.029	0.205	1
Bow	9	15	0.076	0.010	0.205	1
Bow	9	16	0.037	0.006	0.205	1
Bow	9	17	0.020	0.004	0.205	1
Bow	9	18	0.020	0.000	0.205	1
Bow	10	0	0.824	0.211	0.287	1
Bow	10	1	0.791	0.203	0.287	1
Bow	10	2	0.727	0.187	0.289	1
Bow	10	3	0.668	0.172	0.291	1
Bow	10	4	0.632	0.163	0.293	1
Bow	10	5	0.620	0.160	0.293	1
Bow	10	6	0.607	0.157	0.294	1
Bow	10	7	0.583	0.151	0.295	1
Bow	10	8	0.559	0.144	0.295	1
Bow	10	9	0.546	0.141	0.296	1
Bow	10	10	0.534	0.138	0.296	1
Bow	10	11	0.495	0.127	0.297	1
Bow	10	12	0.418	0.108	0.300	1
Bow	10	13	0.313	0.081	0.303	1
Bow	10	14	0.173	0.046	0.305	1
Bow	10	15	0.049	0.019	0.305	1
Bow	10	16	-0.007	0.011	0.305	1
Bow	10	17	-0.030	0.004	0.305	1
Bow	10	18	-0.030	0.000	0.305	1
Bow	11	0	0.824	0.246	0.370	1
Bow	11	1	0.791	0.239	0.370	1
Bow	11	2	0.727	0.224	0.373	1
Bow	11	3	0.668	0.212	0.375	1
Bow	11	4	0.630	0.203	0.378	1
Bow	11	5	0.617	0.200	0.378	1
Bow	11	6	0.604	0.197	0.379	1
Bow	11	7	0.578	0.191	0.381	1
Bow	11	8	0.552	0.184	0.383	1
Bow	11	9	0.538	0.181	0.384	1
Bow	11	10	0.525	0.177	0.385	1
Bow	11	11	0.482	0.167	0.389	1
Bow	11	12	0.396	0.147	0.398	1
Bow	11	13	0.269	0.117	0.409	1
Bow	11	14	0.121	0.079	0.420	1
Bow	11	15	-0.020	0.042	0.430	1
Bow	11	16	-0.088	0.018	0.437	1
Bow	11	17	-0.109	0.004	0.437	1
Bow	11	18	-0.109	0.000	0.437	1
Bow	12	0	0.824	0.284	0.449	1
Bow	12	1	0.791	0.278	0.449	1
Bow	12	2	0.727	0.264	0.452	1
Bow	12	3	0.668	0.251	0.456	1
Bow	12	4	0.628	0.245	0.458	1
Bow	12	5	0.614	0.243	0.459	1
Bow	12	6	0.600	0.241	0.460	1
Bow	12	7	0.572	0.237	0.462	1
Bow	12	8	0.543	0.232	0.465	1
Bow	12	9	0.527	0.229	0.467	1
Bow	12	10	0.512	0.227	0.469	1
Bow	12	11	0.464	0.218	0.474	1
Bow	12	12	0.361	0.199	0.489	1
Bow	12	13	0.210	0.173	0.514	1
Bow	12	14	0.054	0.135	0.535	1
Bow	12	15	-0.106	0.081	0.550	1
Bow	12	16	-0.202	0.040	0.558	1
Bow	12	17	-0.255	0.004	0.561	1
Bow	12	18	-0.258	0.000	0.563	1
Bow	13	0	0.824	0.333	0.562	1
Bow	13	1	0.791	0.330	0.565	1
Bow	13	2	0.727	0.323	0.571	1
Bow	13	3	0.668	0.316	0.577	1
Bow	13	4	0.625	0.311	0.581	1
Bow	13	5	0.610	0.309	0.583	1
Bow	13	6	0.595	0.307	0.584	1
Bow	13	7	0.563	0.304	0.588	1
Bow	13	8	0.530	0.299	0.591	1
Bow	13	9	0.512	0.297	0.593	1
Bow	13	10	0.494	0.295	0.594	1
Bow	13	11	0.437	0.287	0.600	1
Bow	13	12	0.316	0.267	0.612	1
Bow	13	13	0.146	0.228	0.627	1
Bow	13	14	-0.017	0.182	0.637	1
Bow	13	15	-0.179	0.127	0.645	1
Bow	13	16	-0.315	0.064	0.650	1
Bow	13	17	-0.395	0.004	0.651	1
Bow	13	18	-0.395	0.000	0.651	1
Main hull	0	0	5.719	0.000	0.225	1
Main hull	0	1	5.581	0.000	0.208	1
Main hull	0	2	5.392	0.000	0.184	1
Main hull	0	3	5.075	0.000	0.122	1
Main hull	0	4	4.809	0.000	0.048	1
Main hull	0	5	4.720	0.000	0.000	1
Main hull	0	6	4.631	0.000	0.000	1
Main hull	0	7	4.359	0.000	0.000	1
Main hull	0	8	4.002	0.000	0.000	1
Main hull	0	9	3.433	0.000	0.000	1
Main hull	0	10	2.856	0.000	0.000	1
Main hull	0	11	2.293	0.000	0.000	1
Main hull	0	12	1.710	0.000	0.000	1
Main hull	0	13	1.147	0.000	0.000	1
Main hull	1	0	5.719	0.002	0.225	1
Main hull	1	1	5.581	0.002	0.208	1
Main hull	1	2	5.392	0.002	0.184	1
Main hull	1	3	5.075	0.002	0.122	1
Main hull	1	4	4.809	0.002	0.048	1
Main hull	1	5	4.720	0.000	0.000	1
Main hull	1	6	4.631	0.008	0.000	1
Main hull	1	7	4.359	0.004	0.000	1
Main hull	1	8	4.002	0.004	0.000	1
Main hull	1	9	3.433	0.002	0.000	1
Main hull	1	10	2.856	0.002	0.000	1
Main hull	1	11	2.293	0.002	0.000	1
Main hull	1	12	1.710	0.002	0.000	1
Main hull	1	13	1.147	0.002	0.000	1
Main hull	2	0	5.718	0.019	0.226	1
Main hull	2	1	5.581	0.019	0.209	1
Main hull	2	2	5.392	0.019	0.186	1
Main hull	2	3	5.075	0.020	0.126	1
Main hull	2	4	4.809	0.021	0.049	1
Main hull	2	5	4.720	0.021	0.035	1
Main hull	2	6	4.631	0.022	0.009	1
Main hull	2	7	4.359	0.022	0.008	1
Main hull	2	8	4.002	0.023	0.004	1
Main hull	2	9	3.433	0.023	0.001	1
Main hull	2	10	2.856	0.023	0.001	1
Main hull	2	11	2.293	0.023	0.001	1
Main hull	2	12	1.710	0.020	0.004	1
Main hull	2	13	1.147	0.016	0.007	1
Main hull	3	0	5.713	0.090	0.229	1
Main hull	3	1	5.581	0.091	0.216	1
Main hull	3	2	5.392	0.092	0.198	1
Main hull	3	3	5.075	0.098	0.146	1
Main hull	3	4	4.809	0.103	0.108	1
Main hull	3	5	4.720	0.105	0.096	1
Main hull	3	6	4.631	0.107	0.083	1
Main hull	3	7	4.359	0.112	0.049	1
Main hull	3	8	4.002	0.118	0.022	1
Main hull	3	9	3.433	0.121	0.007	1
Main hull	3	10	2.856	0.121	0.006	1
Main hull	3	11	2.293	0.117	0.010	1
Main hull	3	12	1.710	0.101	0.027	1
Main hull	3	13	1.147	0.075	0.044	1
Main hull	4	0	5.704	0.154	0.234	1
Main hull	4	1	5.581	0.156	0.224	1
Main hull	4	2	5.392	0.160	0.210	1
Main hull	4	3	5.075	0.174	0.171	1
Main hull	4	4	4.809	0.185	0.142	1
Main hull	4	5	4.720	0.189	0.133	1
Main hull	4	6	4.631	0.192	0.123	1
Main hull	4	7	4.359	0.203	0.095	1
Main hull	4	8	4.002	0.215	0.058	1
Main hull	4	9	3.433	0.225	0.031	1
Main hull	4	10	2.856	0.226	0.026	1
Main hull	4	11	2.293	0.215	0.033	1
Main hull	4	12	1.710	0.175	0.063	1
Main hull	4	13	1.147	0.131	0.088	1
Main hull	5	0	5.697	0.203	0.240	1
Main hull	5	1	5.581	0.207	0.232	1
Main hull	5	2	5.392	0.217	0.221	1
Main hull	5	3	5.075	0.236	0.194	1
Main hull	5	4	4.809	0.252	0.175	1
Main hull	5	5	4.720	0.257	0.169	1
Main hull	5	6	4.631	0.262	0.162	1
Main hull	5	7	4.359	0.278	0.142	1
Main hull	5	8	4.002	0.298	0.110	1
Main hull	5	9	3.433	0.319	0.074	1
Main hull	5	10	2.856	0.321	0.070	1
Main hull	5	11	2.293	0.298	0.091	1
Main hull	5	12	1.710	0.251	0.128	1
Main hull	5	13	1.147	0.200	0.158	1
Main hull	6	0	5.693	0.235	0.271	1
Main hull	6	1	5.581	0.248	0.260	1
Main hull	6	2	5.392	0.266	0.249	1
Main hull	6	3	5.075	0.294	0.231	1
Main hull	6	4	4.809	0.310	0.220	1
Main hull	6	5	4.720	0.314	0.216	1
Main hull	6	6	4.631	0.319	0.212	1
Main hull	6	7	4.359	0.332	0.201	1
Main hull	6	8	4.002	0.348	0.185	1
Main hull	6	9	3.433	0.367	0.165	1
Main hull	6	10	2.856	0.370	0.159	1
Main hull	6	11	2.293	0.360	0.169	1
Main hull	6	12	1.710	0.319	0.196	1
Main hull	6	13	1.147	0.258	0.232	1
Main hull	7	0	5.701	0.249	0.318	1
Main hull	7	1	5.581	0.265	0.310	1
Main hull	7	2	5.392	0.289	0.299	1
Main hull	7	3	5.075	0.321	0.283	1
Main hull	7	4	4.809	0.339	0.274	1
Main hull	7	5	4.720	0.344	0.271	1
Main hull	7	6	4.631	0.349	0.269	1
Main hull	7	7	4.359	0.363	0.261	1
Main hull	7	8	4.002	0.375	0.255	1
Main hull	7	9	3.433	0.386	0.249	1
Main hull	7	10	2.856	0.387	0.248	1
Main hull	7	11	2.293	0.381	0.255	1
Main hull	7	12	1.710	0.355	0.275	1
Main hull	7	13	1.147	0.296	0.310	1
Main hull	8	0	5.707	0.259	0.359	1
Main hull	8	1	5.581	0.277	0.352	1
Main hull	8	2	5.392	0.301	0.345	1
Main hull	8	3	5.075	0.334	0.336	1
Main hull	8	4	4.809	0.351	0.331	1
Main hull	8	5	4.720	0.357	0.329	1
Main hull	8	6	4.631	0.362	0.328	1
