AftBulb	2	1	75.584	0.337	1.920	1
AftBulb	2	2	74.559	0.531	2.005	1
AftBulb	2	3	74.131	0.790	2.003	1
AftBulb	3	0	76.435	0.250	1.650	1
AftBulb	3	1	75.524	0.700	0.950	1
AftBulb	3	2	74.419	0.854	0.670	1
AftBulb	3	3	73.943	0.852	0.526	1
AftBulb	4	0	76.435	0.100	1.500	1
AftBulb	4	1	75.434	0.170	0.413	1
AftBulb	4	2	74.389	0.228	0.000	1
AftBulb	4	3	73.903	0.233	0.000	1
AftBulb	5	0	76.435	0.000	1.499	1
AftBulb	5	1	75.429	0.001	0.413	1
AftBulb	5	2	74.369	0.000	0.000	1
AftBulb	5	3	73.897	0.000	0.000	1
BowSide	0	0	1.844	0.750	6.700	1
BowSide	0	1	1.389	0.507	6.667	0.866
BowSide	0	2	1.379	0.000	6.680	1
BowSide	1	0	1.878	0.659	6.535	1
BowSide	1	1	1.453	0.476	6.560	0.866
BowSide	1	2	1.469	0.000	6.528	1
BowSide	2	0	1.917	0.559	6.353	1
BowSide	2	1	1.547	0.430	6.402	0.866
BowSide	2	2	1.568	0.000	6.362	1
BowSide	3	0	1.937	0.350	5.900	1
BowSide	3	1	1.819	0.296	5.944	0.866
BowSide	3	2	1.813	0.000	5.952	1
BowSide	4	0	1.939	0.000	5.232	1
BowSide	4	1	1.939	0.000	5.226	0.866
BowSide	4	2	1.888	0.000	5.232	1
BowSide	5	0	1.939	0.000	3.962	1
BowSide	5	1	1.939	0.000	3.962	1
BowSide	5	2	1.939	0.000	3.962	1
TopsidesMid	0	0	75.524	6.403	9.100	1
TopsidesMid	0	1	73.498	6.626	9.100	1
TopsidesMid	0	2	68.029	6.750	9.100	1
TopsidesMid	0	3	57.439	6.750	9.100	1
TopsidesMid	0	4	49.169	6.750	9.100	1
TopsidesMid	0	5	40.689	6.750	9.100	1
TopsidesMid	0	6	31.339	6.750	9.100	1
TopsidesMid	0	7	24.739	6.750	9.100	1
TopsidesMid	0	8	16.949	6.750	9.100	1
TopsidesMid	0	9	11.569	6.551	9.100	1
TopsidesMid	0	10	5.659	4.765	9.100	1
TopsidesMid	0	11	3.389	3.524	9.100	1
TopsidesMid	0	12	1.349	2.134	9.100	1
TopsidesMid	1	0	75.578	5.781	7.811	1
TopsidesMid	1	1	73.440	6.144	7.816	1
TopsidesMid	1	2	67.988	6.750	7.840	1
TopsidesMid	1	3	57.469	6.750	7.850	1
TopsidesMid	1	4	49.082	6.750	7.850	1
TopsidesMid	1	5	40.541	6.750	7.850	1
TopsidesMid	1	6	31.771	6.750	7.850	1
TopsidesMid	1	7	24.692	6.750	7.850	1
TopsidesMid	1	8	16.980	6.520	7.839	1
TopsidesMid	1	9	11.572	5.900	7.850	1
TopsidesMid	1	10	5.684	3.650	7.850	1
TopsidesMid	1	11	3.573	2.550	7.850	1
TopsidesMid	1	12	1.601	1.363	7.893	1
TopsidesMid	2	0	75.630	5.214	6.637	1
TopsidesMid	2	1	73.399	5.801	6.637	1
TopsidesMid	2	2	67.949	6.750	6.637	1
TopsidesMid	2	3	57.499	6.750	6.650	1
TopsidesMid	2	4	48.999	6.750	6.650	1
TopsidesMid	2	5	40.399	6.750	6.650	1
TopsidesMid	2	6	32.185	6.750	6.650	1
TopsidesMid	2	7	24.647	6.750	6.650	1
TopsidesMid	2	8	17.088	6.389	6.634	1
TopsidesMid	2	9	11.588	5.408	6.625	1
TopsidesMid	2	10	5.700	2.871	6.636	1
TopsidesMid	2	11	3.715	1.837	6.687	1
TopsidesMid	2	12	1.844	0.750	6.700	1
TopsidesBow	0	0	1.349	2.134	9.100	1
TopsidesBow	0	1	-0.041	1.241	9.100	0.866
TopsidesBow	0	2	-0.051	0.000	9.100	1
TopsidesBow	1	0	1.601	1.363	7.893	1
TopsidesBow	1	1	0.689	0.843	7.859	0.866
TopsidesBow	1	2	0.678	0.000	7.865	1
TopsidesBow	2	0	1.844	0.750	6.700	1
TopsidesBow	2	1	1.389	0.507	6.667	0.866
TopsidesBow	2	2	1.379	0.000	6.680	1
TopsidesStern	0	0	80.839	5.500	9.100	1
TopsidesStern	0	1	78.739	5.950	9.100	1
TopsidesStern	0	2	76.528	6.309	9.100	1
TopsidesStern	0	3	75.836	6.373	9.100	1
TopsidesStern	0	4	75.524	6.403	9.100	1
TopsidesStern	1	0	80.842	4.561	7.803	1
TopsidesStern	1	1	78.739	5.165	7.812	1
TopsidesStern	1	2	76.502	5.624	7.809	1
TopsidesStern	1	3	75.860	5.733	7.811	1
TopsidesStern	1	4	75.578	5.781	7.811	1
TopsidesStern	2	0	80.845	3.713	6.638	1
TopsidesStern	2	1	78.734	4.439	6.638	1
TopsidesStern	2	2	76.461	4.995	6.637	1
TopsidesStern	2	3	75.875	5.149	6.637	1
TopsidesStern	2	4	75.630	5.214	6.637	1
Transom	0	0	79.556	14.402	3.401	1
Transom	0	1	80.586	14.402	7.366	1
Transom	1	0	79.556	0.000	3.769	1
Transom	1	1	80.586	0.000	7.747	1
Deck	0	0	80.586	14.402	7.366	1
Deck	0	1	16.823	14.402	7.366	1
Deck	0	2	16.297	14.402	8.607	1
Deck	0	3	-1.319	14.402	8.648	1
Deck	1	0	80.586	0.000	7.747	1
Deck	1	1	16.823	0.000	7.734	1
Deck	1	2	16.297	0.000	8.975	1
Deck	1	3	-1.319	0.000	9.016	1
