0.0, 2.22117462716, 1.07237471736
0.0, 1.55384408642, 1.95469381015
0.0, 1.7763568394e-15, 8.4755620704
0.0, 0.0, 55.1251188572
0.0, 0.0, 60.8979219328
0.0, 0.0, 62.6723474891
0.0, 1.7763568394e-15, 64.0646701475
0.0, 0.0, 66.2356458668
0.0, 0.0, 80.2910498344
0.0, 7.13832331285, 103.413177269
0.0, 11.2597911254, 118.014157411
new curve   
0.0, 2.73640891092, 0.391151518255
0.325000470836, 1.70786759757, 0.391151518255
0.860870744026, 0.487082485179, 14.3092471963
1.64260430907, 0.051236661039, 33.2754835678
2.30519135353, 0.00350926796717, 46.9612578697
2.73558382916, 8.20636939179e-17, 54.6251188572
2.73558382916, 8.20636939179e-17, 62.8890385534
2.73558382916, 8.20636939179e-17, 63.8890385534
2.20566059228, 4.97759491366, 91.7168909266
2.49569428851, 8.85473361409, 108.728384812
2.88516611609, 11.270183389, 118.014157411
new curve   
0.0, 3.94926398221, 0.651945440866
0.824303830881, 2.46484359941, 0.651945440866
2.30372602773, 0.70297144093, 14.4276723576
4.77068875546, 0.0739462217077, 33.292476535
6.68700636664, 0.00506467638348, 46.9648762602
7.59038925246, 8.20636939179e-17, 54.6251188572
7.59038925246, 8.20636939179e-17, 62.8890385534
7.59038925246, 8.20636939179e-17, 63.8890385534
6.28502295834, 5.00700222892, 91.7168909266
6.87883411139, 8.96159374349, 108.728384812
7.72868830469, 11.4418161928, 118.014157411
new curve   
0.0, 6.48674791631, 4.11046436015
1.30344074981, 5.2411874385, 4.11046436015
3.77023050743, 3.7022415386, 15.9853645322
8.12488003912, 2.91427796587, 33.4068129011
11.0094112861, 2.60283505647, 46.60937538
11.9685720236, 2.47615028015, 54.1262653164
11.9685720236, 2.47615028015, 63.3878920942
11.9685720236, 2.47615028015, 64.3878920942
10.8587267131, 7.6384874722, 91.8491946448
11.4156581365, 10.616288746, 108.750165585
12.1892178483, 12.1573534936, 118.014157411
new curve   
0.0, 10.0238376571, 5.45566519734
3.6006029331, 8.83042901357, 5.45566519734
8.36224787974, 7.53230958334, 16.5806116679
11.8966184419, 7.46396270364, 33.3288547072
13.5091376038, 7.39971556569, 45.9446329007
14.0260816066, 7.14154846879, 53.1863585488
14.0260816066, 7.14154846879, 64.3277988618
14.0260816066, 7.14154846879, 65.3277988618
14.026858634, 10.8425786163, 92.098472539
14.0265519845, 12.5834343302, 108.791203473
14.0260816066, 13.3284642543, 118.014157411
new curve   
0.0, 13.1987999697, 2.50565739735
4.7029835899, 12.8517074243, 2.50565739735
10.4508843876, 12.4765030778, 15.2321816173
13.1198822866, 12.452882532, 32.9987031859
13.7986881161, 12.3457936435, 45.2378695429
14.0260816066, 12.1793944076, 52.1714172084
14.0260816066, 12.1793944076, 65.3427402022
14.0260816066, 12.1793944076, 66.3427402022
14.026858634, 13.5562855843, 92.367650769
14.0265519845, 14.1630189638, 108.835517495
14.0260816066, 14.4035375309, 118.014157411
new curve   
0.0, 15.0130548339, 0.0
3.38363173619, 15.0130548339, 0.0
9.65107809686, 15.0130548339, 3.06866470432
14.572772877, 15.0130548339, 15.9343136352
14.0260816066, 15.0130548339, 33.7186799317
14.0260816066, 15.0130548339, 52.1005384744
14.0260816066, 15.0130548339, 65.9136189362
14.0260816066, 15.0130548339, 89.5004701809
14.0260816066, 15.0130548339, 111.456585134
14.082768258, 15.0130548339, 118.014157411
14.0260816066, 15.0130548339, 118.014157411
new curve   
