
 new surface 

 point count 
19 35
 new vertices   
9.55661687679e-17 0.594271642074 0.269556131174
0.0 0.0 2.06289594497
0.0 0.0 3.05919584152
0.0 0.0 3.5573457898
0.0 0.0 4.05549573807
0.0 0.0 22.1683938038
0.0 0.0 25.2224199745
0.0 0.0 28.3848242659
0.0 0.0 31.6111005037
0.0 0.0 34.8567425132
0.0 0.0 38.07724412
0.0 0.0 41.2053632808
0.0 0.0 44.1738579522
0.0 0.0 46.9154860909
0.0 0.0 49.3630056536
0.0 0.0 51.6013826281
0.0 0.0 53.7155830024
0.0 0.0 55.7905727643
0.0 0.0 57.9113179017
0.0 0.0 60.1330336847
0.0 0.0 62.5109353833
0.0 0.0 65.1002382677
0.0 0.0 67.9561576079
0.0 0.0576941504481 71.0786571685
0.0 0.230776601792 74.4677007139
0.0 0.576941504481 78.1232520086
0.0 1.15388300896 82.0452748172
0.0 2.00933131242 86.1423379648
0.0 3.19101661205 90.3230102765
0.0 4.74666910504 94.4958605775
0.0 6.72401898857 98.5694576929
0.0 9.0639614614 102.551541327
0.0 11.7073917223 106.449851185
0.0 13.6326005541 108.998035041
0.0 14.6260846676 110.260744575
1.33787902918e-16 0.831950864849 0.193513869944
1.15802707749 0.361308765858 2.06289594497
1.15802707749 0.361308765858 3.05919584152
1.15802707749 0.361308765858 3.5573457898
1.15802707749 0.361308765858 4.05549573807
0.189495157556 0.108105821415 21.1622766304
0.229290625659 0.0713438983705 24.205590303
0.269284316076 0.045539777926 27.3534104194
0.311075661056 0.0282805674762 30.5555938274
0.356264092848 0.0171533744161 33.7619973749
0.406449043699 0.00974530614056 36.9224779097
0.459903700238 0.00523251092736 39.9761131061
0.514901249091 0.0027911370544 42.8619806387
0.569714876884 0.00159733279956 45.5191581818
0.622617770246 0.000827246440692 47.88672341
0.670960313302 0.000383355348486 50.0658053117
0.712092890178 0.000168136893632 52.1575328755
0.743365884999 8.40684468159e-05 54.26303509
0.762129681892 3.36273787264e-05 56.4834409437
0.771511580338 8.40684468159e-06 58.7970008834
0.774638879821 0.0 61.1819653558
0.774638879821 0.0 63.6165848079
0.774638879821 0.0 66.0791096863
0.771854743929 0.0653973668863 68.7048743416
0.763502336255 0.261589467545 71.6292131241
0.746797520907 0.653973668863 74.9874603845
0.718956161994 1.30794733773 78.9149504731
0.688011596564 2.24824897746 83.2441702169
0.661997161666 3.49961709139 87.8076064427
0.648946194347 5.08679018285 92.4377459775
0.656892031657 7.03450675517 96.9670756481
0.68859491143 9.3125260376 101.426283649
0.7468150715 11.8906072594 105.846058176
0.805146856969 13.789208853 108.78674434
0.839652375698 14.7784397162 110.260744575
2.1220157961e-16 1.31956091566 0.0911558475085
2.87787783596 1.24865448973 2.06289594497
2.87787783596 1.24865448973 3.05919584152
2.87787783596 1.24865448973 3.5573457898
2.87787783596 1.24865448973 4.05549573807
0.599556732841 0.294378243774 19.5811708811
0.71834677138 0.194273455688 22.6277385016
0.835275834639 0.124007381584 25.7695111883
0.955610022809 0.0770095789257 28.948077292
1.08461543608 0.0467096051751 32.105025164
1.22755817465 0.0265370177956 35.181943155
1.37951198807 0.0142484221216 38.1279805833
1.53555062591 0.00760042348741 40.892286767
1.69074783774 0.00434962722731 43.4240110244
1.84017737311 0.00225263867562 45.6723026734
1.97648252485 0.00104389821706 47.762688194
2.09230658577 0.000457846236337 49.8206940659
2.1802928487 0.000228923118168 51.9718467689
2.23308460646 9.15692472674e-05 54.3416727828
2.25948048534 2.28923118168e-05 56.7929635005
2.26827911164 0.0 59.1885103147
2.26827911164 0.0 61.3911046182
2.26827911164 0.0 63.2635378039
2.25998523224 0.0786522407514 65.1442001012
2.23510359407 0.314608963006 67.3714817396
2.18534031772 0.786522407514 70.2837729484
2.1024015238 1.57304481503 74.219463957
2.0083531148 2.66047644035 78.896918595
1.9252609932 4.0351175383 84.034500692
1.8751910615 5.68326836367 89.3505740775
